React1     React2    React3       Prod1      Prod2      Prod3      Prod4      Prod5       A          B          C          errA     errB     errC ty  Tmin   Tmax  fr     0 n  n !comment 
CCN        CRP                    C          CN                                            1.000e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    24 1  1 
CCS        CRP                    C          CS                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    25 1  1 
C3         CRP                    C          C2                                            1.120e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    26 1  1 
CCO        CRP                    O          C2                                            7.500e+02  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1    27 1  1 
CCO        CRP                    C          CO                                            7.500e+02  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1    28 1  1 
CH2        CRP                    CH2+       e-                                            5.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    29 1  1 
CO2        CRP                    O          CO                                            1.710e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    30 1  1 
H2O        CRP                    H          OH                                            9.700e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    31 1  1 
H2S        CRP                    H2S+       e-                                            1.700e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    32 1  1 
H2S        CRP                    S          H2                                            5.150e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    33 1  1 
HCN        CRP                    H          CN                                            3.120e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    34 1  1 
HCO        CRP                    H          CO                                            4.210e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    35 1  1 
HCO        CRP                    HCO+       e-                                            1.170e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    36 1  1 
HCS        CRP                    HCS+       e-                                            1.500e+03  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1    37 1  1 
HNC        CRP                    H          CN                                            3.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    38 1  1 
HNO        CRP                    HNO+       e-                                            1.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    39 1  1 
HSS        CRP                    S          HS                                            1.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    40 1  1 
N2O        CRP                    N          NO                                            1.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    41 1  1 
NH2        CRP                    H          NH                                            8.000e+01  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    42 1  1 
NH2        CRP                    NH2+       e-                                            6.500e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    43 1  1 
NO2        CRP                    O          NO                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    44 1  1 
O2H        CRP                    O          OH                                            7.500e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    45 1  1 
O2H        CRP                    H          O2                                            7.500e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    46 1  1 
OCN        CRP                    O          CN                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    47 1  1 
OCS        CRP                    S          CO                                            5.350e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    48 1  1 
OCS        CRP                    OCS+       e-                                            1.440e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    49 1  1 
SO2        CRP                    O          SO                                            1.880e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    50 1  1 
C2H2       CRP                    H          CCH                                           5.150e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    51 1  1 
C2H2       CRP                    C2H2+      e-                                            1.310e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    52 1  1 
c-C3H      CRP                    H          C3                                            5.000e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    53 1  1 
l-C3H      CRP                    H          C3                                            5.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    54 1  1 
C3N        CRP                    C2         CN                                            1.750e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    55 1  1 
C3O        CRP                    C2         CO                                            6.600e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    56 1  1 
C3S        CRP                    C2         CS                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    57 1  1 
C4         CRP                    C2         C2                                            2.500e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    58 1  3 
C4         CRP                    C          C3                                            7.500e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    59 1  3 
CH3        CRP                    H          CH2                                           5.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    60 1  1 
CH3        CRP                    CH3+       e-                                            5.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    61 1  1 
H2CO       CRP                    CO         H2                                            2.660e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    62 1  1 
H2CS       CRP                    CS         H2                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    63 1  1 
HOOH       CRP                    OH         OH                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    64 1  1 
HSSH       CRP                    HS         HS                                            1.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    65 1  1 
NH3        CRP                    H2         NH                                            5.400e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    66 1  1 
NH3        CRP                    H          NH2                                           1.320e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    67 1  1 
NH3        CRP                    NH3+       e-                                            5.750e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    68 1  1 
H2CCN      CRP                    CN         CH2                                           5.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    69 1  1 
H2CCO      CRP                    CO         CH2                                           9.150e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    70 1  1 
H2CCO      CRP                    H2CCO+     e-                                            1.220e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    71 1  1 
C2H3       CRP                    H          C2H2                                          1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    72 1  1 
c-C3H2     CRP                    H          c-C3H                                         5.000e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    73 1  1 
l-C3H2     CRP                    H          l-C3H                                         5.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    74 1  1 
C4H        CRP                    H          C4                                            5.000e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    75 1  1 
C4N        CRP                    CN         C3                                            1.000e+03  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1    76 1  1 
C4S        CRP                    CS         C3                                            1.500e+03  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1    77 1  1 
C5         CRP                    C2         C3                                            8.500e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    78 1  3 
C5         CRP                    C          C4                                            1.500e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    79 1  3 
HCOOH      CRP                    HCOOH+     e-                                            6.500e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    80 1  1 
HCOOH      CRP                    OH         HCO                                           2.490e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    81 1  1 
CH2NH      CRP                    H2         HCN                                           4.980e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    82 1  1 
CH4        CRP                    H2         CH2                                           2.340e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    83 1  1 
HC3N       CRP                    CN         CCH                                           1.720e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    84 1  1 
HC4N       CRP                    C2         CH         CN                                 2.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    85 1  1 
CH3CN      CRP                    CN         CH3                                           4.760e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    86 1  1 
CH3CN      CRP                    CH3CN+     e-                                            2.240e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    87 1  1 
C2H4       CRP                    H2         C2H2                                          3.700e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    88 1  1 
C2H4       CRP                    C2H4+      e-                                            7.800e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    89 1  1 
CH2CCH     CRP                    H          l-C3H2                                        2.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    90 1  1 
CH2CCH     CRP                    H          c-C3H2                                        2.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    91 1  1 
C4H2       CRP                    CCH        CCH                                           1.730e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    92 1  1 
C4H2       CRP                    H          C4H                                           1.730e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    93 1  1 
C4H2       CRP                    C4H2+      e-                                            1.120e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1    94 1  1 
C5H        CRP                    H          C5                                            5.000e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    95 1  1 
C5N        CRP                    CN         C4                                            1.750e+03  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1    96 1  1 
C6         CRP                    C2         C4                                            1.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    97 1  3 
C6         CRP                    C3         C3                                            8.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    98 1  3 
C6         CRP                    C          C5                                            1.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1    99 1  3 
CH3OH      CRP                    OH         CH3                                           1.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   100 1  1 
CH3OH      CRP                    H          H2COH+     e-                                 9.900e+01  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   101 1  1 
CH3OH      CRP                    CH3OH+     e-                                            1.440e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   102 1  1 
C          CRP                    C+         e-                                            1.020e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   103 1  1 
Fe         CRP                    Fe+        e-                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   104 1  1 
Mg         CRP                    Mg+        e-                                            1.130e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   105 1  1 
S          CRP                    S+         e-                                            9.600e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   106 1  1 
C2         CRP                    C          C                                             2.370e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   107 1  2 
CH         CRP                    C          H                                             7.300e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   108 1  2 
CN         CRP                    C          N                                             1.060e+04  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   109 1  2 
CS         CRP                    C          S                                             5.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   110 1  1 
H2CN       CRP                    H          HCN                                           1.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   111 1  1 
HCNCC      CRP                    CN         CCH                                           3.450e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   112 1  1 
HCCNC      CRP                    CN         CCH                                           3.450e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   113 1  1 
HNCCC      CRP                    CN         CCH                                           3.450e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   114 1  1 
NH2CN      CRP                    CN         NH2                                           9.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   115 1  1 
NH2CHO     CRP                    HCO        NH2                                           3.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   116 1  1 
C4H2       Photon                 H          C4H                                           1.900e-09  0.000e+00  1.640e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   117 1  2 
C4H2       Photon                 C4H2+      e-                                            4.600e-10  0.000e+00  2.280e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   118 1  2 
C4H2       Photon                 CCH        CCH                                           1.900e-09  0.000e+00  1.640e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   119 1  2 
C5H        Photon                 CCH        C3                                            1.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   120 1  1 
C5H        Photon                 C2         c-C3H                                         5.000e-12  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   121 1  1 
C5H        Photon                 C2         l-C3H                                         5.000e-12  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   122 1  1 
C5H        Photon                 H          C5                                            1.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   123 1  1 
C5N        Photon                 CN         C4                                            5.000e-10  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   124 1  1 
CH3OH      Photon                 H2         H2CO                                          1.400e-09  0.000e+00  2.280e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   125 1  2 
CH3OH      Photon                 CH3OH+     e-                                            7.000e-10  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   126 1  2 
CH3OH      Photon                 OH         CH3                                           1.200e-09  0.000e+00  2.280e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   127 1  2 
CH3OH      Photon                 H          H2COH+     e-                                 9.300e-12  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   128 1  2 
HC4N       Photon                 C2         CH         CN                                 2.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   129 1  1 
C2+        Photon                 C          C+                                            1.000e-11  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   130 1  1 
CH+        Photon                 C          H+                                            2.500e-10  0.000e+00  2.940e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   131 1  2 
H2+        Photon                 H          H+                                            5.700e-10  0.000e+00  2.370e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   132 1  2 
OH+        Photon                 O          H+                                            1.100e-11  0.000e+00  3.500e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   133 1  2 
C2H+       Photon                 H          C2+                                           1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   134 1  1 
CH2+       Photon                 H          CH+                                           1.400e-10  0.000e+00  2.210e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   135 1  2 
H3+        Photon                 H2         H+                                            2.000e-08  0.000e+00  1.800e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   136 1  1 
H3+        Photon                 H          H2+                                           7.900e-09  0.000e+00  2.300e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   137 1  1 
CH3+       Photon                 H2         CH+                                           1.000e-09  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   138 1  1 
CH3+       Photon                 H          CH2+                                          1.000e-09  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   139 1  1 
C          Photon                 C+         e-                                            3.100e-10  0.000e+00  3.330e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   140 1  2 
Fe         Photon                 Fe+        e-                                            2.800e-10  0.000e+00  2.200e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   141 1  2 
Mg         Photon                 Mg+        e-                                            7.900e-11  0.000e+00  2.080e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   142 1  2 
S          Photon                 S+         e-                                            6.000e-10  0.000e+00  3.080e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   143 1  2 
C2         Photon                 C          C                                             2.400e-10  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   144 1  2 
C2         Photon                 C2+        e-                                            4.100e-10  0.000e+00  3.810e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   145 1  2 
CH         Photon                 C          H                                             9.200e-10  0.000e+00  1.720e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   146 1  2 
CH         Photon                 CH+        e-                                            7.600e-10  0.000e+00  3.280e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   147 1  2 
CN         Photon                 C          N                                             2.900e-10  0.000e+00  3.540e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   148 1  2 
CO         Photon                 C          O                                             2.600e-10  0.000e+00  3.530e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   149 1  2 
CS         Photon                 C          S                                             9.800e-10  0.000e+00  2.430e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   150 1  2 
H2         Photon                 H          H                                             3.400e-11  0.000e+00  2.500e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   151 1  1 
HS         Photon                 H          S                                             9.800e-10  0.000e+00  2.040e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   152 1  2 
N2         Photon                 N          N                                             2.300e-10  0.000e+00  3.880e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   153 1  2 
NH         Photon                 H          N                                             5.000e-10  0.000e+00  2.330e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   154 1  2 
NH         Photon                 NH+        e-                                            1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   155 1  1 
NO         Photon                 N          O                                             4.700e-10  0.000e+00  2.120e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   156 1  2 
NO         Photon                 NO+        e-                                            2.600e-10  0.000e+00  2.930e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   157 1  2 
NS         Photon                 N          S                                             1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   158 1  1 
O2         Photon                 O          O                                             7.900e-10  0.000e+00  2.130e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   159 1  2 
O2         Photon                 O2+        e-                                            7.600e-11  0.000e+00  3.870e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   160 1  2 
OH         Photon                 H          O                                             3.900e-10  0.000e+00  2.240e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   161 1  2 
OH         Photon                 OH+        e-                                            1.600e-12  0.000e+00  3.100e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   162 1  1 
SO         Photon                 O          S                                             4.200e-09  0.000e+00  2.370e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   163 1  2 
CCH        Photon                 H          C2                                            1.600e-09  0.000e+00  2.330e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   164 1  2 
CCH        Photon                 C2H+       e-                                            1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   165 1  1 
CCN        Photon                 N          C2                                            1.000e-10  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   166 1  1 
CCN        Photon                 C          CN                                            1.000e-09  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   167 1  1 
CCS        Photon                 S          C2                                            1.000e-10  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   168 1  1 
C3         Photon                 C          C2                                            5.000e-09  0.000e+00  2.070e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   169 1  2 
CH2        Photon                 H          CH                                            5.800e-10  0.000e+00  2.020e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   170 1  2 
CH2        Photon                 CH2+       e-                                            1.000e-09  0.000e+00  2.300e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   171 1  1 
CO2        Photon                 O          CO                                            8.900e-10  0.000e+00  3.000e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   172 1  2 
H2O        Photon                 H          OH                                            8.000e-10  0.000e+00  2.200e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   173 1  2 
H2O        Photon                 H2O+       e-                                            3.100e-11  0.000e+00  3.900e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   174 1  2 
H2S        Photon                 H          HS                                            3.100e-09  0.000e+00  2.270e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   175 1  2 
H2S        Photon                 H2S+       e-                                            7.300e-10  0.000e+00  3.090e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   176 1  2 
HCN        Photon                 H          CN                                            1.600e-09  0.000e+00  2.690e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   177 1  2 
HCO        Photon                 H          CO                                            1.100e-09  0.000e+00  1.090e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   178 1  2 
HCO        Photon                 HCO+       e-                                            2.460e-10  0.000e+00  2.110e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   179 1  2 
HNC        Photon                 H          CN                                            1.600e-09  0.000e+00  2.690e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   180 1  2 
HNO        Photon                 H          NO                                            1.700e-10  0.000e+00  5.300e-01 2.00e+00 0.00e+00 logn  3  -9999   9999  2   181 1  1 
NH2        Photon                 H          NH                                            7.500e-10  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   182 1  2 
NH2        Photon                 NH2+       e-                                            1.730e-10  0.000e+00  2.590e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   183 1  1 
NO2        Photon                 NO2+       e-                                            1.500e-10  0.000e+00  3.330e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   184 1  2 
NO2        Photon                 O          NO                                            1.400e-09  0.000e+00  2.120e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   185 1  2 
OCN        Photon                 O          CN                                            1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   186 1  1 
OCS        Photon                 S          CO                                            3.700e-09  0.000e+00  2.070e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   187 1  2 
OCS        Photon                 OCS+       e-                                            6.900e-10  0.000e+00  3.350e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   188 1  2 
SO2        Photon                 O          SO                                            1.900e-09  0.000e+00  2.380e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   189 1  2 
